"subject" "activity" "measures" "mean" "meanFreq" "std"
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.295463843346939 NA -0.306510645530612
1 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.0757412543673469 NA -0.225724368061224
1 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.201048040468707 NA -0.927839388571429
1 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.0271882914106122 NA 0.0198843506265306
1 "WALKING_UPSTAIRS" "fBodyAcc" -0.342882735679245 -0.366515669159748 -0.0765673745459119
1 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.526264729056604 -0.479207648050314 -0.523241430628931
1 "WALKING_UPSTAIRS" "fBodyAccMag" -0.352395944716981 -0.0977433496415094 -0.416260101509434
1 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.44265216245283 0.085352409154717 -0.533059853773585
1 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.634665082075472 0.114277342454717 -0.693930521509434
1 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.325961457396226 -0.219303376110566 -0.182985518264151
1 "WALKING_UPSTAIRS" "fBodyGyro" -0.421894496666667 -0.2647996462 -0.32868714172956
1 "WALKING_UPSTAIRS" "tBodyAcc" 0.0447355127546541 NA -0.12550250965283
1 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0250988308767296 NA -0.51057061490566
1 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.466503446226415 NA -0.478991622075472
1 "WALKING_UPSTAIRS" "tBodyAccMag" -0.129927630735849 NA -0.324970929245283
1 "WALKING_UPSTAIRS" "tBodyGyro" -0.019087029645283 NA -0.349311531878616
1 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0683646364092453 NA -0.607605055660377
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.59488286509434 NA -0.648553044339623
1 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.126735589969811 NA -0.14861931805283
1 "WALKING_UPSTAIRS" "tGravityAcc" 0.15193159781761 NA -0.940531890503145
1 "WALKING_UPSTAIRS" "tGravityAccMag" -0.129927630735849 NA -0.324970929245283
2 "LAYING" "fBodyAcc" -0.980302306527778 0.171113075434722 -0.979687924236111
2 "LAYING" "fBodyAccJerk" -0.984926338611111 0.157190990240736 -0.987194339097222
2 "LAYING" "fBodyAccMag" -0.975110196458333 0.2662982125 -0.975121387916667
2 "LAYING" "fBodyBodyAccJerkMag" -0.985374114791667 0.3417585745 -0.984568489166667
2 "LAYING" "fBodyBodyGyroJerkMag" -0.990248702291667 0.264801505395833 -0.989492660416667
2 "LAYING" "fBodyBodyGyroMag" -0.972112972708333 0.01856447223125 -0.96109837875
2 "LAYING" "fBodyGyro" -0.977474888472222 0.0667301954743056 -0.977981841527778
2 "LAYING" "tBodyAcc" 0.0519896845944444 NA -0.979523386805556
2 "LAYING" "tBodyAccJerk" 0.0310164635540972 NA -0.985828908125
2 "LAYING" "tBodyAccJerkMag" -0.987741696041667 NA -0.98551807625
2 "LAYING" "tBodyAccMag" -0.977435485208333 NA -0.972873912916667
2 "LAYING" "tBodyGyro" 0.00486847159027778 NA -0.976957800763889
2 "LAYING" "tBodyGyroJerk" -0.0693371513 NA -0.990279736111111
2 "LAYING" "tBodyGyroJerkMag" -0.991767074166667 NA -0.989718095208333
2 "LAYING" "tBodyGyroMag" -0.950011569583333 NA -0.961164053958333
2 "LAYING" "tGravityAcc" 0.296539093611111 NA -0.977152241597222
2 "LAYING" "tGravityAccMag" -0.977435485208333 NA -0.972873912916667
2 "SITTING" "fBodyAcc" -0.97110317057971 0.11048381761058 -0.964766236086957
2 "SITTING" "fBodyAccJerk" -0.98337251557971 0.141564915278406 -0.986278046666667
2 "SITTING" "fBodyAccMag" -0.96127374826087 0.130934202854348 -0.955575602173913
2 "SITTING" "fBodyBodyAccJerkMag" -0.983874698913043 0.280062423956522 -0.984124185869565
2 "SITTING" "fBodyBodyGyroJerkMag" -0.989861950869565 0.1947221493 -0.989632908913043
2 "SITTING" "fBodyBodyGyroMag" -0.971840596086956 -0.106358909173913 -0.961385745217391
2 "SITTING" "fBodyGyro" -0.974845711884058 -0.00689079405137681 -0.975895783333333
2 "SITTING" "tBodyAcc" 0.0507270285181159 NA -0.965784983478261
2 "SITTING" "tBodyAccJerk" 0.0305191197161594 NA -0.984519340434783
2 "SITTING" "tBodyAccJerkMag" -0.986774713043478 NA -0.984475868043478
2 "SITTING" "tBodyAccMag" -0.967893623913043 NA -0.953081444130435
2 "SITTING" "tBodyGyro" -0.0213905318434783 NA -0.974821754492754
2 "SITTING" "tBodyGyroJerk" -0.0595927136152174 NA -0.988713654492754
2 "SITTING" "tBodyGyroJerkMag" -0.991081493913043 NA -0.989594919565217
2 "SITTING" "tBodyGyroMag" -0.946035087173913 NA -0.961313624130435
2 "SITTING" "tGravityAcc" 0.344524672435188 NA -0.963718302318841
2 "SITTING" "tGravityAccMag" -0.967893623913043 NA -0.953081444130435
2 "STANDING" "fBodyAcc" -0.968763210987654 0.0917731630647531 -0.964466298518519
2 "STANDING" "fBodyAccJerk" -0.977199910555556 0.104720756882099 -0.980376023333333
2 "STANDING" "fBodyAccMag" -0.964052166481482 0.119649963903704 -0.960519381481482
2 "STANDING" "fBodyBodyAccJerkMag" -0.977065295555556 0.304871865218519 -0.97516046
2 "STANDING" "fBodyBodyGyroJerkMag" -0.977849827407407 0.160662823925926 -0.977754298148148
2 "STANDING" "fBodyBodyGyroMag" -0.961775904814815 -0.0661266045796296 -0.956788725740741
2 "STANDING" "fBodyGyro" -0.966746987037037 -0.0927832015198765 -0.97192615691358
2 "STANDING" "tBodyAcc" 0.0511940363833333 NA -0.964772909938272
2 "STANDING" "tBodyAccJerk" 0.0255721495904938 NA -0.978328867222222
2 "STANDING" "tBodyAccJerkMag" -0.980489077407407 NA -0.976675280185185
2 "STANDING" "tBodyAccMag" -0.965875181296296 NA -0.957874965
2 "STANDING" "tBodyGyro" -0.00602229192746914 NA -0.969765776049383
2 "STANDING" "tBodyGyroJerk" -0.0674860197895062 NA -0.978793792530864
2 "STANDING" "tBodyGyroJerkMag" -0.983951904259259 NA -0.977204427777778
2 "STANDING" "tBodyGyroMag" -0.963466341851852 NA -0.95394338037037
2 "STANDING" "tGravityAcc" 0.218871010407407 NA -0.968935772592593
2 "STANDING" "tGravityAccMag" -0.965875181296296 NA -0.957874965
2 "WALKING" "fBodyAcc" -0.27391978039322 0.0405634992079096 -0.36069773879096
2 "WALKING" "fBodyAccJerk" -0.31277870540113 -0.197043538463446 -0.31518140129661
2 "WALKING" "fBodyAccMag" -0.324289427932203 0.393206208305085 -0.577105211694915
2 "WALKING" "fBodyBodyAccJerkMag" -0.169064352813559 0.20750092670339 -0.164091969449153
2 "WALKING" "fBodyBodyGyroJerkMag" -0.583249293389831 0.126344614439492 -0.558104554745763
2 "WALKING" "fBodyBodyGyroMag" -0.530704814745763 0.305283825254237 -0.651792839661017
2 "WALKING" "fBodyGyro" -0.460381851920904 0.0347769543056497 -0.565652202259887
2 "WALKING" "tBodyAcc" 0.0507771028533333 NA -0.308997205567232
2 "WALKING" "tBodyAccJerk" 0.0293175582076271 NA -0.293407705962712
2 "WALKING" "tBodyAccJerkMag" -0.281424153881356 NA -0.164150985127119
2 "WALKING" "tBodyAccMag" -0.290407593728814 NA -0.422544169322034
2 "WALKING" "tBodyGyro" -0.00614346136920904 NA -0.527029819548023
2 "WALKING" "tBodyGyroJerk" -0.0624024011683616 NA -0.486394314971751
2 "WALKING" "tBodyGyroJerkMag" -0.547911950338983 NA -0.557798151355932
2 "WALKING" "tBodyGyroMag" -0.446549092881356 NA -0.553019916271186
2 "WALKING" "tGravityAcc" 0.217045776836158 NA -0.972294309548023
2 "WALKING" "tGravityAccMag" -0.290407593728814 NA -0.422544169322034
2 "WALKING_DOWNSTAIRS" "fBodyAcc" 0.0866318100304965 -0.0571375981207801 0.00868189950992908
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.0123896264191489 -0.245372194574468 -0.092478337193617
2 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.293424826591489 0.0938321297617021 -0.0214787881723404
2 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.222247409576596 0.0188355111404255 0.227480732542553
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.380175306489362 -0.0512479640553192 -0.343698985425532
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.320838543553191 0.103971241706383 -0.372576755361702
2 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.198394756004965 0.0587782039347518 -0.420385695638298
2 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0460469966148936 NA 0.068803520777305
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.028608618992695 NA -0.0220149551319149
2 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" 0.00565516335106383 NA 0.22961718512766
2 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.0899511204978723 NA 0.215586334889362
2 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.00786561209503546 NA -0.33864892098156
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.057091285764539 NA -0.310534537421986
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.410872671489362 NA -0.343187875404255
2 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.162188586930426 NA -0.274844110531915
2 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.164054076207092 NA -0.937289532765957
2 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.0899511204978723 NA 0.215586334889362
2 "WALKING_UPSTAIRS" "fBodyAcc" -0.179266153551458 -0.193408849876486 -0.110082370565972
2 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.323069878258333 -0.237007220840278 -0.411353523194444
2 "WALKING_UPSTAIRS" "fBodyAccMag" -0.14531853915625 0.107680395229167 -0.36672824375
2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.189511136902083 -0.0119168233583333 -0.2604238389625
2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.60079849625 0.0467433991041667 -0.621820202916667
2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.450612184791667 -0.022752769044375 -0.438620401875
2 "WALKING_UPSTAIRS" "fBodyGyro" -0.356110274472222 -0.1076746987125 -0.384729935354167
2 "WALKING_UPSTAIRS" "tBodyAcc" 0.0244129258901389 NA -0.102823382596528
2 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.0280741226879861 NA -0.345172397733333
2 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.321268911041667 NA -0.21738939458125
2 "WALKING_UPSTAIRS" "tBodyAccMag" -0.107322679520833 NA -0.205977045295833
2 "WALKING_UPSTAIRS" "tBodyGyro" -0.00698072367708333 NA -0.356515729101389
2 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0566023063805556 NA -0.525980553958333
2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.572816438541667 NA -0.597291719166667
2 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.219713472958333 NA -0.377532167604167
2 "WALKING_UPSTAIRS" "tGravityAcc" 0.0595380964111111 NA -0.912059750138889
2 "WALKING_UPSTAIRS" "tGravityAccMag" -0.107322679520833 NA -0.205977045295833
3 "LAYING" "fBodyAcc" -0.970055911182796 0.127163259706452 -0.970354937795699
3 "LAYING" "fBodyAccJerk" -0.976129220107527 0.0692069162677419 -0.979292844462366
3 "LAYING" "fBodyAccMag" -0.96552427516129 0.236990127870968 -0.968350217419355
3 "LAYING" "fBodyBodyAccJerkMag" -0.975949597903226 0.238611133937097 -0.975305377903226
3 "LAYING" "fBodyBodyGyroJerkMag" -0.984278251290323 0.110697704185484 -0.982568158064516
3 "LAYING" "fBodyBodyGyroMag" -0.96458672483871 -0.0229296114693548 -0.955441855806452
3 "LAYING" "fBodyGyro" -0.970202968655914 0.0129292664095699 -0.973425261129032
3 "LAYING" "tBodyAcc" 0.0517535655768817 NA -0.969508406182796
3 "LAYING" "tBodyAccJerk" 0.0288096516559113 NA -0.977227734139785
3 "LAYING" "tBodyAccJerkMag" -0.979484593387097 NA -0.976121297903226
3 "LAYING" "tBodyAccMag" -0.972791346129032 NA -0.964218176451613
3 "LAYING" "tBodyGyro" 0.0151105970454301 NA -0.971774671612903
3 "LAYING" "tBodyGyroJerk" -0.0692518484569892 NA -0.983476555483871
3 "LAYING" "tBodyGyroJerkMag" -0.98671362516129 NA -0.983139255645161
3 "LAYING" "tBodyGyroMag" -0.951564751451613 NA -0.954275110967742
3 "LAYING" "tGravityAcc" 0.361325602258065 NA -0.976174162204301
3 "LAYING" "tGravityAccMag" -0.972791346129032 NA -0.964218176451613
3 "SITTING" "fBodyAcc" -0.926683372564103 0.0241815299173077 -0.895194666666667
3 "SITTING" "fBodyAccJerk" -0.96665539474359 0.0253565387542949 -0.969968288012821
3 "SITTING" "fBodyAccMag" -0.904185725576923 0.02816007875 -0.874626592115385
3 "SITTING" "fBodyBodyAccJerkMag" -0.965888891730769 0.286795769778846 -0.966568852884615
3 "SITTING" "fBodyBodyGyroJerkMag" -0.977898105576923 0.0871902338923077 -0.976689802692308
3 "SITTING" "fBodyBodyGyroMag" -0.946664943653846 -0.115525765230769 -0.925449629
3 "SITTING" "fBodyGyro" -0.949564048846154 -0.0509015173474359 -0.946085400705128
3 "SITTING" "tBodyAcc" 0.0517788934634615 NA -0.900912702820513
3 "SITTING" "tBodyAccJerk" 0.0237005498240385 NA -0.967586782435897
3 "SITTING" "tBodyAccJerkMag" -0.969080752884615 NA -0.966550084230769
3 "SITTING" "tBodyAccMag" -0.895383350192308 NA -0.8703017
3 "SITTING" "tBodyGyro" -0.00658870855923077 NA -0.945567683397436
3 "SITTING" "tBodyGyroJerk" -0.0662349579690385 NA -0.974978161730769
3 "SITTING" "tBodyGyroJerkMag" -0.977998051923077 NA -0.976772675961538
3 "SITTING" "tBodyGyroMag" -0.919354372307692 NA -0.925518103807692
3 "SITTING" "tGravityAcc" 0.389140982107628 NA -0.919661261474359
3 "SITTING" "tGravityAccMag" -0.895383350192308 NA -0.8703017
3 "STANDING" "fBodyAcc" -0.935902166174863 -0.0691619944912568 -0.922388963497268
3 "STANDING" "fBodyAccJerk" -0.956779911256831 -0.0985253372331148 -0.96003847284153
3 "STANDING" "fBodyAccMag" -0.926968932295082 -0.000332753967377052 -0.921836076557377
3 "STANDING" "fBodyBodyAccJerkMag" -0.948627467704918 0.129816297732787 -0.94820681442623
3 "STANDING" "fBodyBodyGyroJerkMag" -0.960331717868852 -0.020630781795082 -0.957121510491803
3 "STANDING" "fBodyBodyGyroMag" -0.913682362622951 -0.309822161422951 -0.883439718032787
3 "STANDING" "fBodyGyro" -0.918388654153005 -0.280746246582623 -0.91495181989071
3 "STANDING" "tBodyAcc" 0.0546957117129945 NA -0.923870288415301
3 "STANDING" "tBodyAccJerk" 0.0249116397774863 NA -0.957277636666667
3 "STANDING" "tBodyAccJerkMag" -0.959303840327869 NA -0.948770043278689
3 "STANDING" "tBodyAccMag" -0.925430819016393 NA -0.915143303606557
3 "STANDING" "tBodyGyro" -0.00554886449781421 NA -0.913538309071038
3 "STANDING" "tBodyGyroJerk" -0.0627950198786885 NA -0.955888134043716
3 "STANDING" "tBodyGyroJerkMag" -0.962339339672131 NA -0.957679766885246
3 "STANDING" "tBodyGyroMag" -0.892089349344262 NA -0.88212522147541
3 "STANDING" "tGravityAcc" 0.219352918316393 NA -0.955869109071038
3 "STANDING" "tGravityAccMag" -0.925430819016393 NA -0.915143303606557
3 "WALKING" "fBodyAcc" -0.2700968405 -5.84595465517357e-06 -0.308768695724713
3 "WALKING" "fBodyAccJerk" -0.31978009604023 -0.273885767022989 -0.281913576253506
3 "WALKING" "fBodyAccMag" -0.290031535172414 0.113494312836207 -0.456373080862069
3 "WALKING" "fBodyBodyAccJerkMag" -0.186764516965517 -0.11716398312069 -0.0898519904044828
3 "WALKING" "fBodyBodyGyroJerkMag" -0.607751646034483 0.0457622957586207 -0.549087007931034
3 "WALKING" "fBodyBodyGyroMag" -0.569755772241379 0.180946463034483 -0.632643292931034
3 "WALKING" "fBodyGyro" -0.472499415517241 -0.0162459780994253 -0.576635477126437
3 "WALKING" "tBodyAcc" 0.0485719392736782 NA -0.272560928518391
3 "WALKING" "tBodyAccJerk" 0.0286370302725862 NA -0.281042573228161
3 "WALKING" "tBodyAccJerkMag" -0.280009317413793 NA -0.139916355325862
3 "WALKING" "tBodyAccMag" -0.254690333275862 NA -0.328428936551724
3 "WALKING" "tBodyGyro" -0.00740233957011494 NA -0.537453077298851
3 "WALKING" "tBodyGyroJerk" -0.0614629639185632 NA -0.520558350172414
3 "WALKING" "tBodyGyroJerkMag" -0.566135217931034 NA -0.567371560862069
3 "WALKING" "tBodyGyroMag" -0.466411754137931 NA -0.561510683275862
3 "WALKING" "tGravityAcc" 0.178804173028736 NA -0.96407300862069
3 "WALKING" "tGravityAccMag" -0.254690333275862 NA -0.328428936551724
3 "WALKING_DOWNSTAIRS" "fBodyAcc" -0.151441197204082 -0.109852491701497 -0.18829570254966
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk" -0.251889568585034 -0.28668148514966 -0.308898737677803
3 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.0289413195612245 0.0439616686306122 -0.233849422120408
3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" -0.049477977322449 0.0434967841218367 -0.159102288018367
3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.576277199387755 0.0654444360816327 -0.624910820612245
3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.332376629371429 -0.0516699550093633 -0.322440827020408
3 "WALKING_DOWNSTAIRS" "fBodyGyro" -0.324875733185714 -0.059617931714966 -0.469963061506803
3 "WALKING_DOWNSTAIRS" "tBodyAcc" 0.0523094112842857 NA -0.150933555112925
3 "WALKING_DOWNSTAIRS" "tBodyAccJerk" 0.0271708088619728 NA -0.256325147421769
3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" -0.205239246653061 NA -0.0926324494530612
3 "WALKING_DOWNSTAIRS" "tBodyAccMag" -0.0628126118283674 NA -0.0411340078469388
3 "WALKING_DOWNSTAIRS" "tBodyGyro" -0.00722744749795918 NA -0.41690052317483
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk" -0.0528820904122449 NA -0.447078637605442
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.508567577142857 NA -0.583919211020408
3 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.215294501244898 NA -0.245794699346939
3 "WALKING_DOWNSTAIRS" "tGravityAcc" 0.202625271809524 NA -0.932033238367347
3 "WALKING_DOWNSTAIRS" "tGravityAccMag" -0.0628126118283674 NA -0.0411340078469388
3 "WALKING_UPSTAIRS" "fBodyAcc" -0.325102718537853 -0.280054938011299 -0.214723375206215
3 "WALKING_UPSTAIRS" "fBodyAccJerk" -0.479840462603333 -0.407201694689266 -0.497781299067797
3 "WALKING_UPSTAIRS" "fBodyAccMag" -0.315866079491525 0.0238218745338983 -0.447994369152542
3 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.412920898474576 0.0904944091525424 -0.48060920220339
3 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.716877778644068 0.0753843584661017 -0.740033436271186
3 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" -0.514211583728814 -0.177730591459322 -0.445181802430508
3 "WALKING_UPSTAIRS" "fBodyGyro" -0.482337850531073 -0.195623842021469 -0.533988196045198
3 "WALKING_UPSTAIRS" "tBodyAcc" 0.0394480228583051 NA -0.223749986785876
3 "WALKING_UPSTAIRS" "tBodyAccJerk" 0.034411193159096 NA -0.472865564451412
3 "WALKING_UPSTAIRS" "tBodyAccJerkMag" -0.436901159491525 NA -0.439020591694915
3 "WALKING_UPSTAIRS" "tBodyAccMag" -0.184014895 NA -0.333597432542373
3 "WALKING_UPSTAIRS" "tBodyGyro" -0.0151723350016949 NA -0.510369804514124
3 "WALKING_UPSTAIRS" "tBodyGyroJerk" -0.0684553026570622 NA -0.61882628299435
3 "WALKING_UPSTAIRS" "tBodyGyroJerkMag" -0.658861401355932 NA -0.718028040338983
3 "WALKING_UPSTAIRS" "tBodyGyroMag" -0.347321812220339 NA -0.408886653186441
3 "WALKING_UPSTAIRS" "tGravityAcc" 0.112579442372881 NA -0.921112149435028
